id,author_year,cave_region_id,is_archival,description,region,archival_flag
10359,Barański S. 1958,30,,"Barański S. 1958: Zabytkowe skałki tzw. ""Brama Piekielna"" pod Jastrzębią koło Bliżyna. Chrońmy Przyr. Ojcz. 2, 2: 41-43, Kraków.",Region Świętokrzyski,
10360,Barcicki M. 1993,30,,"Barcicki M. 1993: Chelosiowa Jama: najdłuższa jaskinia Gór Świętokrzyskich. W: 42 Zjazd PTGeogr. w Kielcach, streszcz. ref., s. 177-180, Kielce.",Region Świętokrzyski,
10361,Barcicki M. 1994,30,,"Barcicki M. 1994: Listy do redakcji. Przegl. Geol. 4: 302, Warszawa.",Region Świętokrzyski,
10198,"Barcicki M., Nowak W.A. 2000",29,,"Barcicki M., Nowak W.A. 2000: Badania krasu gipsowego w utworach miocenu południowej Polski. Prace Inst. Geogr. WSP w Kielcach 4: 259-269, Kielce.",Niecka Nidziańska,
12278,Barczyk G. 2000a,41,,"Barczyk G. 2000a: Niżnia Brama Chochołowska. Wyżnia Brama Chochołowska. Materiały 34. Sympozjum Speleologicznego: 12-13, Kraków.",Tatry,
12279,Barczyk G. 2000b,41,,"Barczyk G. 2000b: Hydrograficzne badania połączeń krasowych systemów wywierzysk tatrzańskich w sezonie letnim 2000. Materiały 34. Sympozjum Speleologicznego: 21, Kraków.",Tatry,
12280,Barczyk G. 2001,41,,"Barczyk G. 2001: Reakcja wywierzysk tatrzańskich w okresie intensywnych opadów w lecie 2001. Materiały 35. Sympozjum Speleologicznego:14-16, Kraków.",Tatry,
12281,Barczyk G. 2002,41,,"Barczyk G. 2002: Wyniki badań hydrogeologicznych prowadzonych na obszarze krasu tatrzańskiego w sezonie letnim 2002. Materiały 36. Sympozjum Speleologicznego: 23-24, Kraków.",Tatry,
12282,Barczyk G. 2003,41,,"Barczyk G. 2003: Badania hydrogeologiczne krasowych systemów wywierzyskowych Tatr Polskich. Materiały 37. Sympozjum Speleologicznego: 27-29, Kraków.",Tatry,
12283,Barczyk G. 2004,41,,"Barczyk G. 2004: Wywierzyska Bystrej. Materiały 38. Sympozjum Speleologicznego: 15, Kraków.",Tatry,
12284,Barczyk G. 2007,41,,"Barczyk G. 2007: Źródło Kasprowe Niżnie. Jaskinie 3 (48): 5, Kraków.",Tatry,
12285,Barczyk G. 2008,41,,"Barczyk G. 2008: Tatrzańskie wywierzyska. 6-178, TPN, Zakopane.",Tatry,
10578,"Bardziński W., Pawełczyk Wł. 1995",47,,"Bardziński W., Pawełczyk Wł. 1995: Jaskinia Wielkanocna. Zacisk 11: 24-27. Bielsko-Biała. ",Wyżyna Śląsko-Krakowska,
10579,Barski W. 1975,47,,"Barski W. 1975: Jaskinia Kryształowa. Wszechświat , Warszawa",Wyżyna Śląsko-Krakowska,
14933,Barta Z. 1978,19,,"Bárta Z., 1978: Poznámky ke zvířeně netopýrů jeskyně Aksamitky v Pieninském národním parku a okolí. Sborník Severočeského Muzea, Serie Přírodní Vědy, Liberec,10: 73–80",Pieniny,
15075,Bartolomei G. i in. 1975,47,,"Bartolomei G., Chaline J., Fejfar O., Jánossy D., Jeannet M., Koenigswald W. von, Kowalski K. 1975: Pliomys lenki (Heller 1930) (Rodentia, Mammalia) en Europe. Acta Zoologica Cracoviensia, 20: 393–467.",Wyżyna Śląsko-Krakowska,
15077,Bartoszewicz J. 1860,47,,"Bartoszewicz J. 1860: Ojców. Kalendarz Warszawski Popularno-Naukowy Józefa Ungra, 15: 23–28.",Wyżyna Śląsko-Krakowska,
15101,[Bartoszewicz K.?] Emer. 1916,47,,"[Bartoszewicz K.?] Emer. 1916: Ojców w czasie wojny. Nowości Illustrowane, 13, 24 [z 18.06.]: 9–10.",Wyżyna Śląsko-Krakowska,
12286,Bartoszewski D. 1996,41,,"Bartoszewski D. 1996: O nowych odkryciach w Jaskini Wielkiej Śnieżnej słów kilka. Taternik 1: 10-12, Warszawa.",Tatry,
12287,Bartoszewski D. 1997,41,,"Bartoszewski D. 1997: Najgłębsze nurkowanie w Ciasnych Kominach. Jaskinie 6: 20, Kraków.",Tatry,
12288,Bartoszewski D. 1998,41,,"Bartoszewski D. 1998: W Przemkowych Partiach. Jaskinie 4 (11): 4, Kraków. ",Tatry,
10004,Bartoszewski D. i in. 2005,18,,"Bartoszewski D., Ciborowski T., Paternoga R., 2005: Przewodnik sesji terenowych. W: Gradziński M., Szelerewicz M. (red.), Mater. 39. Symp. Speleolog. Sekcja Spel. Pol. Tow. Przyr. im. Kopernika, Starbienino 7-9.10.2005. Kraków: 9-15.",Niż Polski,
10199,"Bartoszewski D., Niekludow J. 2006",29,,"Bartoszewski D., Niekludow J. 2006: Niecka Nidziańska - drobne odkrycia. Jaskinie 1 (42): 32-33, Kraków.",Niecka Nidziańska,
12169,[Baryła J.] 1963a,41,,"[Baryła J.] J.B. 1963a: Zimowy obóz jaskiniowy KTJ KW. Gacek, październik 1963: 18, Kraków.",Tatry,
12170,[Baryła J.] 1963b,41,,"[Baryła J.] J.B. 1963b: W Koprowej Studni. Gacek, październik 1963: 27, Kraków.",Tatry,
12171,[Baryła J.] 1964a,41,,"[Baryła J.] J.B. 1964a: Obóz sylwestrowy. Gacek, czerwiec 1964: 17-18, Kraków.",Tatry,
12290,Baryła J. 1964b,41,,"Baryła J. 1964b: W Jaskini Poszukiwaczy Skarbów, Gacek, czerwiec 1964: 18, Kraków.",Tatry,
12172,[Baryła J.] 1966a,41,,"[Baryła J.] J.B. 1966a: Wycieczka do Jaskini Miętusiej. Gacek, styczeń 1965 - styczeń 1966: 12, Kraków.",Tatry,
12173,[Baryła J.] 1966b,41,,"[Baryła J.] J.B. 1966b: Obozy poszukiwawcze w Tatrach. Gacek, styczeń 1965 - styczeń 1966: 15, Kraków.",Tatry,
12174,[Baryła J.] 1966c,41,,"[Baryła J.] J.B. 1966c: Wycieczka do Jaskini Śnieżnej. Gacek, styczeń 1965 - styczeń 1966: 19, Kraków.",Tatry,
12175,[Baryła J.] 1966d,41,,"[Baryła J.] J.B. 1966d: Wyprawa do Jaskini Wielkiej Litworowej. Gacek, styczeń 1965 - styczeń 1966: 16 Kraków.",Tatry,
12176,[Baryła J.] 1966e,41,,"[Baryła J.] J.B. 1966e: Obóz jaskiniowy dla zaawansowanych w Tatrach. Gacek, styczeń 1965 - styczeń 1966: 16, Kraków.",Tatry,
12177,[Baryła J.] 1966f,41,,"[Baryła J.] J.B. 1966f: Wyprawa do Jaskini Śnieżnej. Gacek, styczeń 1965 - styczeń 1966: 17-18, Kraków.",Tatry,
12178,[Baryła J.] 1966g,41,,"[Baryła J.] J.B. 1966g: Wyprawa do Jaskini Śnieżnej. Gacek, styczeń 1965 - styczeń 1966: 25, Kraków.",Tatry,
12179,[Baryła J.] 1966h,41,,"[Baryła J.] J.B. 1966h: Obóz ""Sylwestrowy"". Gacek, styczeń 1965 - styczeń 1966: 26, Kraków.",Tatry,
12180,[Baryła J.] 1966i,41,,"[Baryła J.] J.B. 1966i: [Dn 6 XI 66.] [W:] Działalność indywidualna. Gacek, czerwiec - grudzień 1966: 27, Kraków.",Tatry,
12291,Baryła J. 1975,41,,"Baryła J. 1975: Pokonywanie jaskiń w górę. Taternik 3: 134, Warszawa.",Tatry,
12292,Baryła J. 1978a,41,,"Baryła J. 1978a: Kazimierz Kowalski. Gacek 11 (32): 7-11, Kraków.",Tatry,
12293,Baryła J. 1978b,41,,"Baryła J. 1978b: Od Jaskini pod Pisaną do Lamprechtsofen - Stulecie polskiego taternictwa jaskiniowego. Gacek 12 (33): 8-16, Kraków.",Tatry,
12294,Baryła J. 1980a,41,,"Baryła J. 1980a: Klub Grotołazów, cz.I. Gacek 15 (36): 7-15, Kraków.",Tatry,
12295,Baryła J. 1980b,41,,"Baryła J. 1980b: Wyjaśnienia. Gacek 15 (36): 64-68, Kraków.",Tatry,
12296,Baryła J. 1980c,41,,"Baryła J. 1980c: Projekt klasyfikacji jaskiń wg. stopnia trudności. [W:] ""Przepisy szkoleniowe w taternictwie jaskiniowym"", Gacek 14 (35): 55-56, Kraków. ",Tatry,
12297,Baryła J. 1981a,41,,"Baryła J. 1981a: Klub Grotołazów, cz.II. Gacek 17 (38): 6-13, Kraków.",Tatry,
12298,Baryła J. 1981b,41,,"Baryła J. 1981b: Zarys dziejów polskiego taternictwa jaskiniowego. Wierchy, 49: 182-198, Kraków.",Tatry,
12299,Baryła J. 1981c,41,,"Baryła J. 1981c: Jaskiniowy rok 1978. Wierchy, 49: 279-284, Kraków.",Tatry,
12300,Baryła J. 1981d,41,,"Baryła J. 1981d: Jaskiniowy rok 1979. Wierchy, 49: 284-287, Kraków.",Tatry,
12301,Baryła J. 1985,41,,"Baryła J. 1985: Klub Grotołazów, cz.III. Gacek 19 /40/, 1: 6-20, Kraków.",Tatry,
12302,Baryła J. 1988a,41,,"Baryła J. 1988a: Kilka słów wyjaśnienia. Gacek 22 /43/: 30, Kraków.",Tatry,
12303,Baryła J. 1988b,41,,"Baryła J. 1988b: Przebój sezonu - Jaskinia Magurska. Gacek 22 /43/: 31-37, Kraków.",Tatry,
12304,Baryła J. 1988c,41,,"Baryła J. 1988c: Jaskiniowe lata 1981 i 1982. Eksplorancik 2-3: 36-37, Kraków.",Tatry,
10362,Baryła J. 1994-1995,30,,"Baryła J. 1994-1995: Waloryzacja jaskiń. Prądnik. Prace i Mat. Muz. im. Prof. Wł. Szafera, 9: 39-48, Ojców.",Region Świętokrzyski,
15079,Baryła J. 1994-1995,47,,"Baryła J. 1994-1995: Waloryzacja jaskiń. Prądnik. Prace i Mat. Muz. im. Prof. Wł. Szafera, 9: 39-48, Ojców.",Wyżyna Śląsko-Krakowska,
15081,Baryła J. 1995,47,,"Baryła J. 1995: Jaskinie Ojcowskiego Parku Narodowego. Gacek [Biuletyn Inf. STJ KW Kraków], 24(45): 66-70.",Wyżyna Śląsko-Krakowska,
14920,Baryła J. 1995,19,,"Baryła J. 1995: Waloryzacja, wartości przyrodnicze oraz problemy ochrony jaskiń Pienińskiego Parku Narodowego. Pieniny – Przyroda i Człowiek 3: 51–57 ",Pieniny,
10363,Baryła J. 1996,30,,"Baryła J. 1996: Inwentaryzacja jaskiń polskich. Gacek 25 (46): 44-45, Kraków.",Region Świętokrzyski,
15083,Baryła J. 1996a,47,,"Baryła J. 1996a: Niezbędne wyjaśnienia. Gacek [Biuletyn Inf. STJ KW Kraków], 25(46): 55-56.",Wyżyna Śląsko-Krakowska,
10194,Baryła J. 1997,19,,"Baryła J. 1997: Jaskinie Pienińskiego Pasa Skałkowego – część zachodnia Maruszyna – Czorsztyn. Maszynopis:1-53. Arch. Departamentu Ochrony Przyrody Ministerstwa Środowiska, Warszawa.",Pieniny,
10005,Baryła J. 1999a,18,,Baryła J. 1999a: Jaskinia w Mechowie. Jaskinie 1 (14): 22-23.,Niż Polski,
10006,Baryła J. 1999b,18,,Baryła J. 1999b: Jaskinie Niżu Polskiego. Jaskinie 3 (16): 25.,Niż Polski,
10007,Baryła J. 1999c,18,,Baryła J. 1999c: Geologiczne i geomorfologiczne warunki powstawania i rozwoju jaskiń Niżu Polskiego. Jaskinie 3 (16): 26-27.,Niż Polski,
14523,Baryła J. 2000,40,,Baryła J. 2000: Uwagi i wyjaśnienia do „poczty podziemnej”. Jaskinie 1 (18): 32-33.,Karpaty,
14934,Baryła J. 2000,19,,Baryła J. 2000: Rekonesans nurkowy w Przełomie Białki. Jaskinie 1 (18): 23.,Pieniny,
12305,Baryła J. 2004a,41,,"Baryła J. 2004a: Wprowadzenie. [W:] Zjawiska krasowe Doliny ku Dziurze ze szczególnym uwzględnieniem krasu hydrotermalnego, Materiały 38 Sympozjum Speleologicznego: 17, Zakopane.",Tatry,
12306,Baryła J. 2004b,41,,"Baryła J. 2004b: Jaskinie Doliny ku Dziurze. [W:] Zjawiska krasowe Doliny ku Dziurze ze szczególnym uwzględnieniem krasu hydrotermalnego, Materiały 38 Sympozjum Speleologicznego: 18, Zakopane.",Tatry,
10008,Baryła J. 2005,18,,"Baryła J. 2005: Jaskinie Niżu Polskiego i związane z nimi problemy badawcze. W: Gradziński M., Szelerewicz M. (red.), Mater. 39. Symp. Speleolog., Sekcja Spel. Pol. Tow. Przyr. im. Kopernika, Starbienino 7-9.10.2005. Kraków: 20-21.",Niż Polski,
11681,Baryła J. i in. 2000,47,,"Baryła J., Górny A., Pruc M., Słobodzian B., Szelerewicz M. 2000: Inwentarz jaskiń Wyżyny Śląsko-Krakowskiej. Jaskinie Doliny Wisły. Ss. 213, arch. Ministerstwa Środowiska, Warszawa.",Wyżyna Śląsko-Krakowska,
12307,Baryła J. i in. 2004,41,,"Baryła J., Gradziński M., Duliński, M., Hercman H. 2004: Geneza i rozwój jaskiń w Dolinie ku Dziurze na podstawie obserwacji z Dziury Wyżniej. Materiały 38 Sympozjum Speleologicznego: 36, Zakopane.",Tatry,
14905,Baryła J. i in. 2019a,19,,"Baryła J., Gradziński M., Pavlarčík S., 2019a: Jaskinie Pienin. Jaskinie 2 (95): 25-33. ",Pieniny,
14906,Baryła J. i in. 2019b,19,,"Baryła J., Bella P., Gradziński M., Gubała W., Kapturkiewicz A., Pavlarčík S., Wróblewski W. 2019b: Kras i jaskinie Pienin – zarys problematyki. [W:] Wróblewski W., Sala P. (red.), Materiały 53. Symp. Speleologicznego, Szczawnica 10-13.10.2019. Sekcja Speleologiczna Pol. Tow. Przyr. im. Kopernika, Kraków: 33-34. ",Pieniny,
12308,"Baryła J., Kibiński J. 1986",41,,"Baryła J., Kibiński J. 1986: Początki eksploracji kilku jaskiń masywu Czerwonych Wierchów. Gacek 21 /42/: 6-18, Kraków.",Tatry,
12289,"Baryła J., Kobyłecki A. 1968",41,,"Baryła J. Kobyłecki A. 1968: Odkrycia w Jaskini nad Kotlinami. Taternik 1: 28-29, Warszawa.",Tatry,
12309,"Baścik, M. 2001",41,,"Baścik M. (red), 2001: Dolina Kościeliska; Śladami badaczy, artystów i wędrowców, 1-119, Zakopane.",Tatry,
11682,Bażyński J. 1953,47,,Bażyński J. 1953: Sprawozdanie z badań zjawisk krasowych na terenie Częstochowy. Archiwum I.G. Warszawa,Wyżyna Śląsko-Krakowska,
12310,Bąk A. 1976,41,,"Bąk A. 1976: MW-25 (I etap wyprawy). Wiercica 30, ss. nlb.[2] Warszawa.",Tatry,
12311,Bąk A. 1981,41,,"Bąk A. 1981: Luty 1981. Wiercica 42: 8-9, Warszawa.",Tatry,
10580,Bąk M. 1995,47,,"Bąk M. 1995: Jaskinia Bobolicka (Poszukiwaczy Skarbów). Jaskinia Głęboka. Góra Zborów. Jaskinie Wyżyny – Informator 6: 4-5,11. Kraków.",Wyżyna Śląsko-Krakowska,
10581,Bąk M. 1996,47,,Bąk M. 1996: Inwentarz jaskiń od Żerkowic do Karlina. Jaskinie Wyżyny - Informator nr 10: 5-9. Kraków.,Wyżyna Śląsko-Krakowska,
10582,Bąk M. 1996a,47,,"Bąk M. 1996a: Inwentarz jaskiń Góry Ostry Kamień i okolic. Jaskinie Wyżyny. Informator 11: 6-7, Kraków.",Wyżyna Śląsko-Krakowska,
10583,Bąk M. 1996b,47,,"Bąk M. 1996b: Inwentarz jaskiń Góry Stodólskiej. Jaskinie Wyżyny. Informator 11: 7-10, Kraków.",Wyżyna Śląsko-Krakowska,
10584,Bąk M. 1996c,47,,"Bąk M. 1996c: Jaskinia Zawaliskowa. Jaskinie Wyżyny. Informator 12: 3-4, Kraków.",Wyżyna Śląsko-Krakowska,
10585,Bąk M. 1996d,47,,"Bąk M. 1996d: Jaskinia na Kamieniu. Jaskinie Wyżyny. Informator 9: 12-13, Kraków.",Wyżyna Śląsko-Krakowska,
10586,Bąk M. 1996e,47,,"Bąk M. 1996e: Jaskinia W Triasowej Górze i Schronisko. Informator Jaskinie Wyżyny 8: 12-13, Kraków.",Wyżyna Śląsko-Krakowska,
14479,Bąk M. 1996f,47,,"Bąk M. 1996f: Jaskinia Mąciwody. Jaskinie Wyżyny - Informator 9: 11, Kraków.",Wyżyna Śląsko-Krakowska,
14059,Bąk M. 1997,47,,"Bąk M. 1997: Jaskinia Borsucza. Jaskinie Wyżyny. Informator 15: 1, Kraków.",Wyżyna Śląsko-Krakowska,
10765,Bąk M. 1997a,47,,"Bąk M. 1997a: Jaskinia na Biśniku. Jaskinie Wyżyny. Informator 14: 4-5, Kraków. ",Wyżyna Śląsko-Krakowska,
10766,Bąk M. 1997b,47,,"Bąk M. 1997b: Archeolodzy w Dolinie Wodącej. Jaskinie Wyżyny. Informator 19: 8, Kraków.",Wyżyna Śląsko-Krakowska,
10767,Bąk M. 1997c,47,,"Bąk M. 1997c: Jaskinia Zegar. Jaskinie Wyżyny. Informator 19: 8, Kraków. ",Wyżyna Śląsko-Krakowska,
10768,Bąk M. 1997d,47,,"Bąk M. 1997d: Jaskinia w Cichym Wzgórzu. Jaskinie Wyżyny. Informator 19: 12-13, Kraków.",Wyżyna Śląsko-Krakowska,
10769,Bąk M. 1997e,47,,"Bąk M. 1997e: Schronisko Sopli Lodu. Jaskinie Wyżyny. Informator 19: 13, Kraków",Wyżyna Śląsko-Krakowska,
10770,Bąk M. 1997f,47,,"Bąk M. 1997f: Jaskinia w Trzebniowie II (nowe partie). Jaskinie Wyżyny. Informator 19: 14, Kraków.",Wyżyna Śląsko-Krakowska,
10771,Bąk M. 1997g,47,,"Bąk M. 1997g: Jaskinia w Trzebniowie II. Jaskinie Wyżyny. Informator 19, Kraków. ",Wyżyna Śląsko-Krakowska,
10772,Bąk M. 1997h,47,,"Bąk M. 1997h: Jaskinia Sławkowska i Schronisko. Informator Jaskinie Wyżyny 15: 2-3, Kraków.",Wyżyna Śląsko-Krakowska,
13989,Bąk M. 1997j,47,,"Bąk M. 1997j: Schroniska w kamieniołomie Dolomitu I i II, Jaskinia w Laskach. Informator Jaskinie Wyżyny 18: 13-14, Kraków. ",Wyżyna Śląsko-Krakowska,
13997,Bąk M. 1997k.,47,,"Bąk M. 1997k: Schroniska w Bukowej Górze. Informator Jaskinie Wyżyny 16: 5, Kraków.",Wyżyna Śląsko-Krakowska,
10773,Bąk M. 1997l,47,,Bąk M. 1997l: Studnia w Przewodziszowicach. Schronisko w Bukowej Górze. Jaskinie Wyżyny. Informator 16: 4-5. Kraków,Wyżyna Śląsko-Krakowska,
10774,Bąk M. 1998,47,,"Bąk M. 1998: Jaskinia w Cichym Wzgórzu. Jaskinie 1(8), Kraków.",Wyżyna Śląsko-Krakowska,
10775,Bąk M. 1998a,47,,"Bąk M. 1998a: Jaskinia w Ruskich Górach. Jaskinie 2(9): 24, Kraków.",Wyżyna Śląsko-Krakowska,
10776,Bąk M. 1998b,47,,"Bąk M. 1998b: Jaskinia Ciesenć - wciąż nierozwiązana zagadka. Jaskinie 4(11): 13, Kraków.",Wyżyna Śląsko-Krakowska,
10777,Bąk M. 1998c,47,,"Bąk M. 1998c: Jaskinie Góry Stodólskiej. Jaskinie 4(11): 15-16, Kraków.",Wyżyna Śląsko-Krakowska,
10778,Bąk M. 1998d,47,,"Bąk M. 1998d: Inwentarz jaskiń Wzniesień Strzemieszyckich. Jaskinie 10: 19, Kraków",Wyżyna Śląsko-Krakowska,
10779,Bąk M. 2003,47,,"Bąk M. 2003: Jaskinie Pagórów Jaworznickich. Jaskinie 32: 21, Kraków. Bąk M. 2004: Jaskinia Naciekowa na Górze Kijowej. Jaskinie 37: 31, Kraków.",Wyżyna Śląsko-Krakowska,
11683,Bąk M. 2004,47,,"Bąk M. 2004: Inwentaryzacja jaskiń, schronisk podskalnych, nieczynnych starych sztolni i kopalni oraz podziemi na terenie Wyżyny śląskiej - Arch. prywatne autora.",Wyżyna Śląsko-Krakowska,
10780,Bąk M. 2005,47,,"Bąk M. 2005: Zestawienie jaskiń Wyżyny śląskiej. Jaskinie 40: 31-33, Kraków.",Wyżyna Śląsko-Krakowska,
10781,Bąk M. 2006,47,,"Bąk M. 2006: Zestawienie jaskiń i obiektów sztucznych Wyżyny śląskiej. Przyroda Górnego Śląska 45, Katowice. ",Wyżyna Śląsko-Krakowska,
11684,Bąk M. 2006,47,,"Bąk M. 2006: Inwentaryzacja jaskiń, schronisk podskalnych, nieczynnych starych sztolni i kopalni oraz podziemi na terenie Wyżyny śląskiej”. Arch. prywatne autora.",Wyżyna Śląsko-Krakowska,
10782,Bąkowski K. 1909,47,,"Bąkowski K. 1909: Przewodnik po okolicach Krakowa. ss. 176, Kraków.",Wyżyna Śląsko-Krakowska,
12456,B.B. 1960,41,,"B.B. 1960: Najgłębsze jaskinie świata. Taternik 1(166): 34-35, Warszawa.",Tatry,
14524,Beczała P. 2005,40,,"Beczała P. 2005: Schemat rozmieszczenia obiektów jaskiniowych na północnych stokach Skrzycznego. Zacisk 25: 27, biuletyn informacyjny Speleoklubu Bielsko-Biała.",Karpaty,
10783,"Bednarczyk A., Zygmunt J. 1987",47,,"Bednarczyk A., Zygmunt J. 1987: „Jaskinie Wyżyny...” - uzupełnienie. Eksplorancik, z.1-2. Kraków. ",Wyżyna Śląsko-Krakowska,
15056,Bednarczyk W. i in. 2019,47,,"Bednarczyk W., Sojka P., Zabdyr A. 2019: Jaskinia Dewońska. Jaskinie, 2(95): 34–35.",Wyżyna Śląsko-Krakowska,
15057,Bednarczyk W. i in. 2020,47,,"Bednarczyk W., Sojka P., Zabdyr A. 2020: Jaskinia Skryta. Jaskinie, 1–2(98–99): 42–43.",Wyżyna Śląsko-Krakowska,
12312,Bednarek J. 1964,41,,"Bednarek J(acek) 1964: Druga wyprawa do Miętusiej /15-28 III 1964/. Wiercica III, ss. nlb.[2] Warszawa.",Tatry,
11685,Bednarek J. 1974,47,,"Bednarek J. 1974: Budowa geologiczna strefy wychodni górnojurajskich między Zawierciem, Łazami i Pilicą, niepublikowana praca doktorska, Archiwum Wydziału Geologii Uniwersytetu Warszawskiego, Warszawa. ",Wyżyna Śląsko-Krakowska,
12313,Bednarek J. 1985,41,,"Bednarek J(anusz) 1985: Podziękowanie. Wiercica 52(64): 30, Warszawa.",Tatry,
11686,Bednarek J. i in. 1977,47,,"Bednarek J., Głazek J., Rudnicki J., Szynkiewicz A., Wierzbowski A. 1977: Projekt rezerwatu geologicznego „Szachownica” (maszynopis), Archiwum Państwowej Rady Ochrony Przyrody, ss. 23, Warszawa ",Wyżyna Śląsko-Krakowska,
12314,Bednarek J. i in. 1979,41,,"Bednarek J(anusz), Herzyk P., Kardaś R.M., Rygier, A. 1979: Jaskinia Miętusia, Korytarz Południowy - Komin na Dziewiątym Kilometrze (opis drogi). Wiercica 37, ss. nlb.[2] Warszawa.",Tatry,
10784,Bednarek J. i in. 1987,47,,"Bednarek J., Górecka E., Zapaśnik T. 1985: Uwarunkowanie tektoniczne rozwoju mineralizacji kruszcowej w utworach jurajskich monokliny śląsko-krakowskiej. Rocznik Pol.Tow.Geol. 53: 43-62, Kraków. ",Wyżyna Śląsko-Krakowska,
11687,Bednarek M. 1970,47,,Bednarek M. 1970: Materiały inwentaryzacyjne jaskiń Wyżyny. Rękopis. Arch. Pywatne? Częstochowa.,Wyżyna Śląsko-Krakowska,
10785,Bednarek M. 1977,47,,"Bednarek M. 1977: Jaskinia w Zomcysku. Aven – ZKTJ, Biuletyn Informacyjny (Speleoklub Dąbrowa Górnicza). ",Wyżyna Śląsko-Krakowska,
10786,Bednarek M. 1977a,47,,"Bednarek M. 1977a: Jaskinia Maurycego. Aven – ZKTJ, Biuletyn Informacyjny (Speleoklub Dąbrowa Górnicza).",Wyżyna Śląsko-Krakowska,
10787,Bednarek M. i in. 1977,47,,"Bednarek M., Biernacki Z., Zygmunt J. 1977: Jaskinia na Kamieniu. Aven - ZKTJ Biuletyn Informacyjny (Speleoklub Dąbrowa Górnicza).",Wyżyna Śląsko-Krakowska,
10788,"Bednarek M., Zygmunt J. 1977",47,,"Bednarek M., Zygmunt J. 1977: Jaskinia Mąciwody. AVEN – ZKTJ: 63, Biuletyn Informacyjny (Speleoklub Dąbrowa Górnicza).",Wyżyna Śląsko-Krakowska,
10200,"Bednarska E., Olesińska M. 2002",29,,"Bednarska E., Olesińska M. 2002: Ochrona zasobów przyrody nieożywionej w parkach krajobrazowych Ponidzia. W: 36 Symp. Sekcji Speleol. PTP im. Kopernika, mat. symp., s.25-26, Pińczów.",Niecka Nidziańska,
10348,Bednarz J. 1980,29,,"Bednarz J., 1980: Materiały dotyczące jaskiń Niecki Nidziańskiej (plany). Arch. prywatne.",Niecka Nidziańska,
10364,Bednarz J. i in. 1988,30,,"Bednarz J., Dziubiński L., Knapczyk R., Urban J. 1988: Chelosiowa Jama – najdłuższa jaskinia Gór Świętokrzyskich (wstępne dane). Gacek 22/43: 64-69, Kraków.",Region Świętokrzyski,
10365,Bednarz J. i in. 1996,30,,"Bednarz J., Kasza A., Krupski W., Ziach D. 1996: Historia eksploracji Chelosiowej Jamy- Jaskini Jaworznickiej. W: 30 Symp. Sekcji Speleologicznej PTP. im. Kopernika, mat. symp. ,s. 11-12. Kielce- Bocheniec.",Region Świętokrzyski,
10366,"Bednarz J., Krupski W. 1988",30,,"Bednarz J., Krupski W. 1988: Jaskinia Chelosiowa Jama. Międzyczasie (czasop. Oddz. Akad. PTTK, Kielce) 2: 9, Kielce.",Region Świętokrzyski,
15085,Benet-Tygel S. 1944,47,,"Benet-Tygel S. 1944: Magdalenian culture in Poland. American Anthropologists, 46: 479–499.",Wyżyna Śląsko-Krakowska,
15087,Berdau F. 1859,47,,"Berdau F. 1859: Kilka słów o roślinności i florze Ojcowa jako dodatek do flory Królestwa Polskiego. Biblioteka Warszawska, Nowa Seria, 7(3): 496–511.",Wyżyna Śląsko-Krakowska,
10201,Berends A. 1834,29,,"Berends A. 1834: Busko i źródło mineralne pod niem się znaiduiące. Nakł. A.E. Glücksberga, ss. 86, Warszawa.",Niecka Nidziańska,
15089,Berezowski A. 1912,47,,"Berezowski A. 1912: Studya nad końmi dyluwialnymi i przedhistorycznymi w Polsce. Roczniki Nauk Rolniczych, 5: 1–99.",Wyżyna Śląsko-Krakowska,
12315,Berezowski S. 1953,41,,"Berezowski S. 1953: Dolina Kościeliska - zwięzła monografia krajoznawcza, 1-132, Sport i Turystyka, Warszawa.",Tatry,
